COUNTY,STNAME,CTYNAME,POPESTIMATE2020,POPESTIMATE2021
27,SD,Clay County,14998,15150
29,SD,Codington County,28309,28427
31,SD,Corson County,3893,3872
33,SD,Custer County,8328,8609
35,SD,Davison County,19936,19878
37,SD,Day County,5425,5414
39,SD,Deuel County,4299,4272
41,SD,Dewey County,5226,5246
43,SD,Douglas County,2824,2821
45,SD,Edmunds County,3977,4033
47,SD,Fall River County,6964,7202
49,SD,Faulk County,2128,2137
51,SD,Grant County,7532,7519
53,SD,Gregory County,3994,3977
55,SD,Haakon County,1869,1835
57,SD,Hamlin County,6167,6255
59,SD,Hand County,3130,3095
61,SD,Hanson County,3461,3505
63,SD,Harding County,1317,1327
65,SD,Hughes County,17704,17694
67,SD,Hutchinson County,7411,7411
69,SD,Hyde County,1258,1236
71,SD,Jackson County,2810,2878
73,SD,Jerauld County,1657,1636
75,SD,Jones County,925,879
77,SD,Kingsbury County,5211,5192
79,SD,Lake County,11010,10851
81,SD,Lawrence County,25812,26165
83,SD,Lincoln County,65613,67870
85,SD,Lyman County,3714,3764
87,SD,McCook County,5661,5695
89,SD,McPherson County,2397,2420
91,SD,Marshall County,4300,4304
93,SD,Meade County,29853,30173
95,SD,Mellette County,1916,1908
97,SD,Miner County,2294,2314
99,SD,Minnehaha County,197511,199685
101,SD,Moody County,6324,6315
102,SD,Oglala Lakota County,13672,13586
103,SD,Pennington County,109475,111806
105,SD,Perkins County,2824,2819
107,SD,Potter County,2471,2475
109,SD,Roberts County,10257,10163
111,SD,Sanborn County,2318,2378
115,SD,Spink County,6338,6269
117,SD,Stanley County,2976,3032
119,SD,Sully County,1446,1476
121,SD,Todd County,9319,9286
123,SD,Tripp County,5601,5569
125,SD,Turner County,8673,8708
127,SD,Union County,16832,16872
129,SD,Walworth County,5289,5248
135,SD,Yankton County,23238,23297
137,SD,Ziebach County,2388,2380
0,TN,Tennessee,6920119,6975218
1,TN,Anderson County,77209,77576
3,TN,Bedford County,50302,51119
5,TN,Benton County,15812,15872
7,TN,Bledsoe County,14930,15234
9,TN,Blount County,135566,137605
11,TN,Bradley County,108741,110162
13,TN,Campbell County,39277,39578
15,TN,Cannon County,14547,14553
17,TN,Carroll County,28415,28432
19,TN,Carter County,56315,56134
21,TN,Cheatham County,41087,41523
23,TN,Chester County,17347,17504
25,TN,Claiborne County,32038,32267
27,TN,Clay County,7554,7555
29,TN,Cocke County,36022,36418
31,TN,Coffee County,58102,59032
33,TN,Crockett County,13884,13979
35,TN,Cumberland County,61272,62451
37,TN,Davidson County,715486,703953
39,TN,Decatur County,11402,11391
41,TN,DeKalb County,20171,20478
43,TN,Dickson County,54432,55292
45,TN,Dyer County,36646,36615
47,TN,Fayette County,42139,42832
49,TN,Fentress County,18522,18850
51,TN,Franklin County,42781,43215
53,TN,Gibson County,50375,50541
55,TN,Giles County,30295,30542
57,TN,Grainger County,23525,23763
59,TN,Greene County,70220,70621
61,TN,Grundy County,13531,13622
63,TN,Hamblen County,64435,64468
65,TN,Hamilton County,366991,369135
67,TN,Hancock County,6622,6787
69,TN,Hardeman County,25410,25426
71,TN,Hardin County,26800,26892
73,TN,Hawkins County,56669,57288
75,TN,Haywood County,17795,17694
77,TN,Henderson County,27818,27953
79,TN,Henry County,32115,32239
81,TN,Hickman County,24942,25307
83,TN,Houston County,8285,8317
85,TN,Humphreys County,18974,19211
87,TN,Jackson County,11617,11750
89,TN,Jefferson County,54870,55624
91,TN,Johnson County,17966,18170
93,TN,Knox County,480126,486677
95,TN,Lake County,6980,7128
97,TN,Lauderdale County,25100,25108
99,TN,Lawrence County,44189,44828
101,TN,Lewis County,12602,12857
103,TN,Lincoln County,35309,35433
105,TN,Loudon County,55097,56690
107,TN,McMinn County,53315,54059
109,TN,McNairy County,25839,25860
111,TN,Macon County,25243,25699
113,TN,Madison County,98777,98775
115,TN,Marion County,28834,28877
117,TN,Marshall County,34441,34984
119,TN,Maury County,101700,104760
121,TN,Meigs County,12785,13049
123,TN,Monroe County,46384,46698
125,TN,Montgomery County,221160,227900
127,TN,Moore County,6457,6644
129,TN,Morgan County,21020,21254
131,TN,Obion County,30716,30466
133,TN,Overton County,22588,22839
135,TN,Perry County,8360,8472
137,TN,Pickett County,4995,5079
139,TN,Polk County,17569,17776
141,TN,Putnam County,79982,81188
143,TN,Rhea County,32903,33136
145,TN,Roane County,53513,53992
147,TN,Robertson County,72860,74098
149,TN,Rutherford County,343128,352182
151,TN,Scott County,21842,21917
153,TN,Sequatchie County,15863,16396
155,TN,Sevier County,98497,99517
157,TN,Shelby County,928644,924454
159,TN,Smith County,19939,20172
161,TN,Stewart County,13683,13855
163,TN,Sullivan County,158092,159265
165,TN,Sumner County,197272,200557
167,TN,Tipton County,60961,61004
169,TN,Trousdale County,11661,12035
171,TN,Unicoi County,17867,17698
173,TN,Union County,19820,20040
175,TN,Van Buren County,6171,6324
177,TN,Warren County,41023,41523
179,TN,Washington County,133080,134236
181,TN,Wayne County,16202,16409
183,TN,Weakley County,32864,33036
185,TN,White County,27424,27650
187,TN,Williamson County,249424,255735
189,TN,Wilson County,148564,151917
0,TX,Texas,29217653,29527941
1,TX,Anderson County,57881,58402
3,TX,Andrews County,18612,18440
5,TX,Angelina County,86345,86506
7,TX,Aransas County,23916,24510
9,TX,Archer County,8557,8681
11,TX,Armstrong County,1847,1839
13,TX,Atascosa County,49089,49939
15,TX,Austin County,30109,30380
17,TX,Bailey County,6859,6835
19,TX,Bandera County,20987,21565
21,TX,Bastrop County,97983,102058
23,TX,Baylor County,3464,3477
25,TX,Bee County,30990,30924
27,TX,Bell County,371981,379617
29,TX,Bexar County,2014052,2028236
31,TX,Blanco County,11454,11886
33,TX,Borden County,641,617
35,TX,Bosque County,18239,18503
37,TX,Bowie County,92792,92581
39,TX,Brazoria County,373368,379689
41,TX,Brazos County,234480,237032
43,TX,Brewster County,9566,9450
45,TX,Briscoe County,1421,1403
47,TX,Brooks County,7030,6994
49,TX,Brown County,38002,38192
51,TX,Burleson County,17644,18051
53,TX,Burnet County,49427,50954
55,TX,Caldwell County,45967,46791
57,TX,Calhoun County,20047,19727
59,TX,Callahan County,13750,14115
61,TX,Cameron County,421191,423029
63,TX,Camp County,12450,12616
65,TX,Carson County,5808,5746
67,TX,Cass County,28399,28560
69,TX,Castro County,7337,7374
71,TX,Chambers County,47051,48865
73,TX,Cherokee County,50477,51097
75,TX,Childress County,6648,6736
77,TX,Clay County,10245,10263
79,TX,Cochran County,2559,2516
81,TX,Coke County,3288,3321
83,TX,Coleman County,7671,7735
85,TX,Collin County,1073149,1109462
87,TX,Collingsworth County,2635,2615
89,TX,Colorado County,20566,20630
91,TX,Comal County,163573,174986
93,TX,Comanche County,13600,13775
95,TX,Concho County,3319,3341
97,TX,Cooke County,41697,42244
99,TX,Coryell County,83096,84232
101,TX,Cottle County,1374,1381
103,TX,Crane County,4668,4680
105,TX,Crockett County,3111,3068
107,TX,Crosby County,5098,5106
109,TX,Culberson County,2193,2193
111,TX,Dallam County,7116,7172
113,TX,Dallas County,2610957,2586050
115,TX,Dawson County,12439,12413
117,TX,Deaf Smith County,18503,18329
119,TX,Delta County,5233,5392
121,TX,Denton County,913900,941647
123,TX,De Witt County,19809,19918
125,TX,Dickens County,1760,1740
127,TX,Dimmit County,8563,8473
129,TX,Donley County,3269,3268
131,TX,Duval County,9808,9756
133,TX,Eastland County,17754,17864
135,TX,Ector County,165467,161091
137,TX,Edwards County,1414,1438
139,TX,Ellis County,194272,202678
141,TX,El Paso County,866093,867947
143,TX,Erath County,42715,43378
145,TX,Falls County,16961,17313
147,TX,Fannin County,35732,36569
149,TX,Fayette County,24452,24687
151,TX,Fisher County,3677,3706
153,TX,Floyd County,5378,5350
155,TX,Foard County,1086,1080
157,TX,Fort Bend County,828632,858527
159,TX,Franklin County,10366,10464
161,TX,Freestone County,19445,19774
163,TX,Frio County,18366,18436
165,TX,Gaines County,21701,21895
167,TX,Galveston County,351458,355062
169,TX,Garza County,5794,5863
171,TX,Gillespie County,26732,27297
173,TX,Glasscock County,1114,1149
175,TX,Goliad County,7005,7163
177,TX,Gonzales County,19653,19641
179,TX,Gray County,21179,21030
181,TX,Grayson County,136014,139336
183,TX,Gregg County,124175,124201
185,TX,Grimes County,29414,30287
187,TX,Guadalupe County,173541,177036
189,TX,Hale County,32439,32220
191,TX,Hall County,2801,2845
193,TX,Hamilton County,8230,8229
195,TX,Hansford County,5255,5159
197,TX,Hardeman County,3559,3552
199,TX,Hardin County,56277,56973
201,TX,Harris County,4732491,4728030
203,TX,Harrison County,68778,69150
205,TX,Hartley County,5362,5397
207,TX,Haskell County,5424,5411
209,TX,Hays County,243809,255397
211,TX,Hemphill County,3368,3271
213,TX,Henderson County,82348,83667
215,TX,Hidalgo County,872204,880356
217,TX,Hill County,35965,36471
219,TX,Hockley County,21490,21363
221,TX,Hood County,61953,64222
223,TX,Hopkins County,36795,37211
225,TX,Houston County,22068,22241
227,TX,Howard County,34797,34128
229,TX,Hudspeth County,3196,3287
231,TX,Hunt County,100231,103394
233,TX,Hutchinson County,20539,20495
235,TX,Irion County,1522,1552
237,TX,Jack County,8492,8712
239,TX,Jackson County,15000,15121
241,TX,Jasper County,32900,32975
243,TX,Jeff Davis County,1978,1949
245,TX,Jefferson County,255979,253704
247,TX,Jim Hogg County,4839,4801
249,TX,Jim Wells County,38813,38847
251,TX,Johnson County,180733,187280
253,TX,Jones County,19676,19873
255,TX,Karnes County,14721,14754
257,TX,Kaufman County,146986,157768
259,TX,Kendall County,44527,46788
261,TX,Kenedy County,346,340
263,TX,Kent County,759,749
265,TX,Kerr County,52676,53161
267,TX,Kimble County,4289,4365
269,TX,King County,270,258
271,TX,Kinney County,3127,3130
273,TX,Kleberg County,30958,30635
275,TX,Knox County,3361,3351
277,TX,Lamar County,50077,50098
279,TX,Lamb County,12984,12898
281,TX,Lampasas County,21707,22252
283,TX,La Salle County,6642,6670
285,TX,Lavaca County,20338,20544
287,TX,Lee County,17499,17706
289,TX,Leon County,15727,15959
291,TX,Liberty County,92351,97621
293,TX,Limestone County,22103,22119
295,TX,Lipscomb County,3042,2931
297,TX,Live Oak County,11343,11377
299,TX,Llano County,21249,21978
301,TX,Loving County,67,57
303,TX,Lubbock County,311419,314451
305,TX,Lynn County,5606,5688
307,TX,McCulloch County,7567,7533
309,TX,McLennan County,261023,263115
311,TX,McMullen County,599,608
313,TX,Madison County,13445,13718
315,TX,Marion County,9752,9645
317,TX,Martin County,5250,5211
319,TX,Mason County,3964,3943
321,TX,Matagorda County,36269,36344
323,TX,Maverick County,57844,58056
325,TX,Medina County,50920,51981
327,TX,Menard County,1971,1982
329,TX,Midland County,170221,167969
331,TX,Milam County,24724,25106
333,TX,Mills County,4439,4480
335,TX,Mitchell County,8985,9070
337,TX,Montague County,19969,20409
339,TX,Montgomery County,624938,648886
341,TX,Moore County,21273,21118
343,TX,Morris County,11963,12030
345,TX,Motley County,1052,1067
347,TX,Nacogdoches County,64624,64668
349,TX,Navarro County,52784,53591
351,TX,Newton County,12163,12241
353,TX,Nolan County,14721,14597
355,TX,Nueces County,353090,353079
357,TX,Ochiltree County,9960,9782
359,TX,Oldham County,1761,1717
361,TX,Orange County,84702,84742
363,TX,Palo Pinto County,28427,28686
365,TX,Panola County,22513,22675
367,TX,Parker County,149432,156764
369,TX,Parmer County,9851,9813
371,TX,Pecos County,15165,15118
373,TX,Polk County,50505,51899
375,TX,Potter County,118173,116547
377,TX,Presidio County,6102,6140
379,TX,Rains County,12199,12509
381,TX,Randall County,141231,143854
383,TX,Reagan County,3376,3253
385,TX,Real County,2743,2826
387,TX,Red River County,11550,11555
389,TX,Reeves County,14730,14487
391,TX,Refugio County,6747,6756
393,TX,Roberts County,823,797
395,TX,Robertson County,16740,16958
397,TX,Rockwall County,109090,116381
399,TX,Runnels County,9921,9943
401,TX,Rusk County,52225,52743
403,TX,Sabine County,9881,10039
405,TX,San Augustine County,7919,7922
407,TX,San Jacinto County,27483,27878
409,TX,San Patricio County,68772,69699
411,TX,San Saba County,5730,5827
413,TX,Schleicher County,2442,2429
415,TX,Scurry County,16931,16824
417,TX,Shackelford County,3122,3212
419,TX,Shelby County,23926,23939
421,TX,Sherman County,2780,2798
423,TX,Smith County,234063,237186
425,TX,Somervell County,9214,9469
427,TX,Starr County,65835,66049
429,TX,Stephens County,9079,9173
431,TX,Sterling County,1383,1381
433,TX,Stonewall County,1245,1217
435,TX,Sutton County,3362,3319
437,TX,Swisher County,6957,7008
439,TX,Tarrant County,2114709,2126477
441,TX,Taylor County,143383,143326
443,TX,Terrell County,744,724
445,TX,Terry County,11792,11754
447,TX,Throckmorton County,1443,1495
449,TX,Titus County,31264,31183
451,TX,Tom Green County,120105,119411
453,TX,Travis County,1296100,1305154
455,TX,Trinity County,13623,13827
457,TX,Tyler County,19797,20077
459,TX,Upshur County,40975,41774
461,TX,Upton County,3296,3265
463,TX,Uvalde County,24540,24729
465,TX,Val Verde County,47582,47564
467,TX,Van Zandt County,59690,61275
469,TX,Victoria County,91236,90964
471,TX,Walker County,76543,77977
473,TX,Waller County,57349,59781
475,TX,Ward County,11656,11194
477,TX,Washington County,35837,35891
479,TX,Webb County,267234,267945
481,TX,Wharton County,41550,41721
483,TX,Wheeler County,4980,4927
485,TX,Wichita County,129546,130069
487,TX,Wilbarger County,12846,12731
489,TX,Willacy County,20129,20316
491,TX,Williamson County,615266,643026
493,TX,Wilson County,49994,51257
495,TX,Winkler County,7749,7415
497,TX,Wise County,68866,71714
499,TX,Wood County,45010,45875
501,TX,Yoakum County,7669,7607
503,TX,Young County,17839,17977
505,TX,Zapata County,13884,13908
507,TX,Zavala County,9652,9534
0,UT,Utah,3281684,3337975
1,UT,Beaver County,7076,7249
3,UT,Box Elder County,57908,59688
5,UT,Cache County,133527,137417
7,UT,Carbon County,20465,20372
9,UT,Daggett County,952,976
11,UT,Davis County,363492,367285
13,UT,Duchesne County,19581,19790
15,UT,Emery County,9837,9967
17,UT,Garfield County,5090,5129
19,UT,Grand County,9681,9663
21,UT,Iron County,57640,60519
23,UT,Juab County,11824,12155
25,UT,Kane County,7673,7992
27,UT,Millard County,13015,13164
29,UT,Morgan County,12392,12657
31,UT,Piute County,1437,1487
33,UT,Rich County,2504,2597
35,UT,Salt Lake County,1186236,1186421
37,UT,San Juan County,14525,14489
39,UT,Sanpete County,28508,29106
41,UT,Sevier County,21546,21906
43,UT,Summit County,42452,43093
45,UT,Tooele County,73281,76640
47,UT,Uintah County,35618,36204
49,UT,Utah County,663143,684986
51,UT,Wasatch County,35032,36173
53,UT,Washington County,181924,191226
55,UT,Wayne County,2497,2558
57,UT,Weber County,262828,267066
0,VT,Vermont,642495,645570
1,VT,Addison County,37292,37260
3,VT,Bennington County,37271,37312
5,VT,Caledonia County,30184,30403
7,VT,Chittenden County,168289,168865
9,VT,Essex County,5910,5925
11,VT,Franklin County,49996,50325
13,VT,Grand Isle County,7278,7421
15,VT,Lamoille County,25914,26126
17,VT,Orange County,29259,29541
19,VT,Orleans County,27355,27546
21,VT,Rutland County,60455,60591
23,VT,Washington County,59748,59969
25,VT,Windham County,45844,46090
27,VT,Windsor County,57700,58196
0,VA,Virginia,8632044,8642274
1,VA,Accomack County,33348,33246
3,VA,Albemarle County,112496,113535
5,VA,Alleghany County,15161,14986
7,VA,Amelia County,13246,13268
9,VA,Amherst County,31262,31273
11,VA,Appomattox County,16133,16353
13,VA,Arlington County,238766,232965
15,VA,Augusta County,77512,77563
17,VA,Bath County,4196,4114
19,VA,Bedford County,79504,80131
21,VA,Bland County,6247,6173
23,VA,Botetourt County,33614,33866
25,VA,Brunswick County,15806,15940
27,VA,Buchanan County,20216,19816
29,VA,Buckingham County,16820,16947
31,VA,Campbell County,55638,55492
33,VA,Caroline County,30905,31332
35,VA,Carroll County,29130,29048
36,VA,Charles City County,6733,6594
37,VA,Charlotte County,11506,11448
41,VA,Chesterfield County,365566,370688
43,VA,Clarke County,14788,14881
45,VA,Craig County,4880,4865
47,VA,Culpeper County,52717,53596
49,VA,Cumberland County,9656,9681
51,VA,Dickenson County,14045,13787
53,VA,Dinwiddie County,27900,27912
57,VA,Essex County,10591,10573
59,VA,Fairfax County,1148472,1139720
61,VA,Fauquier County,72938,73815
63,VA,Floyd County,15474,15566
65,VA,Fluvanna County,27280,27723
67,VA,Franklin County,54469,54938
69,VA,Frederick County,91766,93717
71,VA,Giles County,16754,16562
73,VA,Gloucester County,38688,39069
75,VA,Goochland County,24828,25488
77,VA,Grayson County,15300,15359
79,VA,Greene County,20591,20968
81,VA,Greensville County,11393,11437
83,VA,Halifax County,33901,33738
85,VA,Hanover County,110102,111603
87,VA,Henrico County,334298,333554
89,VA,Henry County,50782,50248
91,VA,Highland County,2236,2226
93,VA,Isle of Wight County,38658,39278
95,VA,James City County,78412,79882
97,VA,King and Queen County,6590,6662
99,VA,King George County,26806,27489
101,VA,King William County,17905,18171
103,VA,Lancaster County,10910,10928
105,VA,Lee County,22084,21983
107,VA,Loudoun County,422597,427592
109,VA,Louisa County,37757,38848
111,VA,Lunenburg County,11930,11926
113,VA,Madison County,13837,13942
115,VA,Mathews County,8524,8546
117,VA,Mecklenburg County,30287,30248
119,VA,Middlesex County,10623,10781
121,VA,Montgomery County,99508,98473
125,VA,Nelson County,14732,14790
127,VA,New Kent County,23086,23897
131,VA,Northampton County,12232,12085
133,VA,Northumberland County,11839,12029
135,VA,Nottoway County,15614,15594
137,VA,Orange County,36396,37188
139,VA,Page County,23693,23807
141,VA,Patrick County,17560,17602
143,VA,Pittsylvania County,60312,59972
145,VA,Powhatan County,30433,31136
147,VA,Prince Edward County,21853,21932
149,VA,Prince George County,43023,42880
153,VA,Prince William County,482738,484472
155,VA,Pulaski County,33760,33759
157,VA,Rappahannock County,7312,7407
159,VA,Richmond County,8920,9017
161,VA,Roanoke County,96845,96589
163,VA,Rockbridge County,22610,22641
165,VA,Rockingham County,83758,84394
167,VA,Russell County,25726,25550
169,VA,Scott County,21547,21419
171,VA,Shenandoah County,44255,44752
173,VA,Smyth County,29730,29477
175,VA,Southampton County,17949,18006
177,VA,Spotsylvania County,140475,143676
179,VA,Stafford County,157604,160877
181,VA,Surry County,6546,6530
183,VA,Sussex County,10768,10763
185,VA,Tazewell County,40343,39925
187,VA,Warren County,40782,40925
191,VA,Washington County,53839,53635
193,VA,Westmoreland County,18496,18731
195,VA,Wise County,36018,35647
197,VA,Wythe County,28274,28178
199,VA,York County,70154,70915
510,VA,Alexandria city,159097,154706
520,VA,Bristol city,17259,17054
530,VA,Buena Vista city,6620,6601
540,VA,Charlottesville city,46423,45672
550,VA,Chesapeake city,249679,251269
570,VA,Colonial Heights city,18191,18273
580,VA,Covington city,5721,5717
590,VA,Danville city,42465,42215
595,VA,Emporia city,5716,5667
600,VA,Fairfax city,24129,24276
610,VA,Falls Church city,14654,14493
620,VA,Franklin city,8171,8217
630,VA,Fredericksburg city,27995,28367
640,VA,Galax city,6691,6660
650,VA,Hampton city,137131,137746
660,VA,Harrisonburg city,51675,51430
670,VA,Hopewell city,22967,23140
678,VA,Lexington city,7313,7456
680,VA,Lynchburg city,78871,79009
683,VA,Manassas city,42728,42708
685,VA,Manassas Park city,17140,17002
690,VA,Martinsville city,13422,13517
700,VA,Newport News city,185916,184587
710,VA,Norfolk city,237591,235089
720,VA,Norton city,3679,3666
730,VA,Petersburg city,33428,33429
735,VA,Poquoson city,12455,12574
740,VA,Portsmouth city,98015,97840
750,VA,Radford city,16089,16499
760,VA,Richmond city,226670,226604
770,VA,Roanoke city,99875,98865
775,VA,Salem city,25374,25373
790,VA,Staunton city,25800,25661
800,VA,Suffolk city,94685,96194
810,VA,Virginia Beach city,459373,457672
820,VA,Waynesboro city,22279,22550
830,VA,Williamsburg city,15445,15590
840,VA,Winchester city,28008,28136
0,WA,Washington,7718785,7738692
1,WA,Adams County,20605,20621
3,WA,Asotin County,22290,22397
5,WA,Benton County,207230,210025
7,WA,Chelan County,79185,79646
9,WA,Clallam County,77280,78209
11,WA,Clark County,505013,511404
13,WA,Columbia County,3949,4042
15,WA,Cowlitz County,110924,111524
17,WA,Douglas County,42998,43696
19,WA,Ferry County,7178,7273
21,WA,Franklin County,97076,98268
23,WA,Garfield County,2292,2346
25,WA,Grant County,99365,100297
27,WA,Grays Harbor County,75811,76841
29,WA,Island County,86948,87432
31,WA,Jefferson County,33048,33605
33,WA,King County,2272571,2252305
35,WA,Kitsap County,275660,274314
37,WA,Kittitas County,44589,45499
39,WA,Klickitat County,22783,23118
41,WA,Lewis County,82474,84398
43,WA,Lincoln County,10920,11232
45,WA,Mason County,66028,67615
47,WA,Okanogan County,42118,42634
49,WA,Pacific County,23470,23948
51,WA,Pend Oreille County,13482,13886
53,WA,Pierce County,922828,925708
55,WA,San Juan County,17818,18557
57,WA,Skagit County,129852,130696
59,WA,Skamania County,12034,12170
61,WA,Snohomish County,829331,833540
63,WA,Spokane County,540700,546040
65,WA,Stevens County,46566,47426
67,WA,Thurston County,295729,297977
69,WA,Wahkiakum County,4443,4582
71,WA,Walla Walla County,62574,62682
73,WA,Whatcom County,227304,228831
75,WA,Whitman County,47786,47873
77,WA,Yakima County,256533,256035
0,WV,West Virginia,1789798,1782959
1,WV,Barbour County,15440,15468
3,WV,Berkeley County,122654,126069
5,WV,Boone County,21714,21312
7,WV,Braxton County,12386,12247
9,WV,Brooke County,22469,22140
11,WV,Cabell County,94137,93418
13,WV,Calhoun County,6199,6176
15,WV,Clay County,8006,7892
17,WV,Doddridge County,7786,7735
19,WV,Fayette County,40358,39927
21,WV,Gilmer County,7378,7377
23,WV,Grant County,10954,10983
25,WV,Greenbrier County,32866,32608
27,WV,Hampshire County,23067,23302
29,WV,Hancock County,29019,28656
31,WV,Hardy County,14240,14160
33,WV,Harrison County,65771,65158
35,WV,Jackson County,27735,27738
37,WV,Jefferson County,57732,58370
39,WV,Kanawha County,180048,177952
41,WV,Lewis County,17009,16892
43,WV,Lincoln County,20337,20126
45,WV,Logan County,32473,31909
47,WV,McDowell County,18916,18363
49,WV,Marion County,56157,56001
51,WV,Marshall County,30444,30115
53,WV,Mason County,25356,25157
55,WV,Mercer County,59462,59097
57,WV,Mineral County,26877,26857
59,WV,Mingo County,23455,23005
61,WV,Monongalia County,105916,106387
63,WV,Monroe County,12330,12332
65,WV,Morgan County,17037,17221
67,WV,Nicholas County,24523,24300
69,WV,Ohio County,42264,41776
71,WV,Pendleton County,6134,6142
73,WV,Pleasants County,7649,7601
75,WV,Pocahontas County,7847,7841
77,WV,Preston County,34176,34358
79,WV,Putnam County,57399,57260
81,WV,Raleigh County,74349,73771
83,WV,Randolph County,27852,27806
85,WV,Ritchie County,8424,8383
87,WV,Roane County,13977,13898
89,WV,Summers County,11915,11908
91,WV,Taylor County,16701,16492
93,WV,Tucker County,6752,6672
95,WV,Tyler County,8279,8155
97,WV,Upshur County,23783,23791
99,WV,Wayne County,38830,38498
101,WV,Webster County,8329,8249
103,WV,Wetzel County,14382,14170
105,WV,Wirt County,5183,5063
107,WV,Wood County,83996,83624
109,WV,Wyoming County,21326,21051
0,WI,Wisconsin,5892323,5895908
1,WI,Adams County,20673,20875
3,WI,Ashland County,15977,16107
5,WI,Barron County,46643,46719
7,WI,Bayfield County,16229,16320
9,WI,Brown County,268741,269591
11,WI,Buffalo County,13320,13302
13,WI,Burnett County,16588,16744
15,WI,Calumet County,52476,52539
17,WI,Chippewa County,66279,66865
19,WI,Clark County,34628,34746
21,WI,Columbia County,58510,58488
23,WI,Crawford County,16086,16075
25,WI,Dane County,562306,563951
27,WI,Dodge County,89262,89313
29,WI,Door County,30102,30369
31,WI,Douglas County,44275,44203
33,WI,Dunn County,45440,45547
35,WI,Eau Claire County,105818,106452
37,WI,Florence County,4556,4593
39,WI,Fond du Lac County,104076,104362
41,WI,Forest County,9160,9258
43,WI,Grant County,51934,52110
45,WI,Green County,36992,36988
47,WI,Green Lake County,18997,19229
49,WI,Iowa County,23676,23756
51,WI,Iron County,6128,6178
53,WI,Jackson County,21102,21121
55,WI,Jefferson County,84858,84943
57,WI,Juneau County,26759,26802
59,WI,Kenosha County,169073,168732
61,WI,Kewaunee County,20539,20543
63,WI,La Crosse County,120852,120433
65,WI,Lafayette County,16605,16784
67,WI,Langlade County,19438,19502
69,WI,Lincoln County,28374,28541
71,WI,Manitowoc County,81250,81505
73,WI,Marathon County,137954,137648
75,WI,Marinette County,41869,41875
77,WI,Marquette County,15584,15792
78,WI,Menominee County,4255,4289
79,WI,Milwaukee County,938149,928059
81,WI,Monroe County,46281,46193
83,WI,Oconto County,39043,39356
85,WI,Oneida County,37839,38259
87,WI,Outagamie County,190832,191545
89,WI,Ozaukee County,91569,92497
91,WI,Pepin County,7335,7364
93,WI,Pierce County,42191,42587
95,WI,Polk County,45006,45431
97,WI,Portage County,70378,70468
99,WI,Price County,14015,14050
101,WI,Racine County,197440,196896
103,WI,Richland County,17274,17212
105,WI,Rock County,163643,164381
107,WI,Rusk County,14168,14123
109,WI,Saint Croix County,93797,95044
111,WI,Sauk County,65718,65697
113,WI,Sawyer County,18107,18295
115,WI,Shawano County,40838,40859
117,WI,Sheboygan County,117937,117747
119,WI,Taylor County,19897,19923
121,WI,Trempealeau County,30776,30724
123,WI,Vernon County,30693,30915
125,WI,Vilas County,23076,23520
127,WI,Walworth County,106499,106799
129,WI,Washburn County,16597,16752
131,WI,Washington County,136732,137175
133,WI,Waukesha County,407148,408756
135,WI,Waupaca County,51713,51570
137,WI,Waushara County,24511,24828
139,WI,Winnebago County,171646,171623
141,WI,Wood County,74091,74070
0,WY,Wyoming,577267,578803
1,WY,Albany County,37079,37608
3,WY,Big Horn County,11467,11632
5,WY,Campbell County,47116,46401
7,WY,Carbon County,14499,14649
9,WY,Converse County,13724,13672
11,WY,Crook County,7178,7315
13,WY,Fremont County,39177,39336
15,WY,Goshen County,12503,12537
17,WY,Hot Springs County,4622,4597
19,WY,Johnson County,8459,8623
21,WY,Laramie County,100690,100863
23,WY,Lincoln County,19674,20153
25,WY,Natrona County,80229,79555
27,WY,Niobrara County,2439,2438
29,WY,Park County,29656,30108
31,WY,Platte County,8623,8699
33,WY,Sheridan County,30996,31646
35,WY,Sublette County,8723,8697
37,WY,Sweetwater County,42158,41614
39,WY,Teton County,23347,23575
41,WY,Uinta County,20441,20635
43,WY,Washakie County,7658,7705
45,WY,Weston County,6809,6745
